"コード","大学名","学部名","学科名"
"233001331000","岐阜女子大学","文化創造","文化/文化/観光-前期A"
"233001331080","岐阜女子大学","文化創造","文化/文化/観光-セ試前期"
"233001331100","岐阜女子大学","文化創造","文化/文化/アーカイブ-前期A"
"233001331180","岐阜女子大学","文化創造","文化/文化/アーカイブ-セ試前期"
"233014510401","岐阜女子大学","家政","生活/生活科学-前期A"
"233014510481","岐阜女子大学","家政","生活/生活科学-セ試前期"
"233014510501","岐阜女子大学","家政","生活/住居-前期A"
"233014510581","岐阜女子大学","家政","生活/住居-セ試前期"
"233014510601","岐阜女子大学","家政","健康栄養-前期A"
"233014510681","岐阜女子大学","家政","健康栄養-セ試前期"
"233503510101","中京学院大学","経営","経営-前期"
"233503510181","中京学院大学","経営","経営-セ試前期"
"233513610101","中京学院大学","看護","看護-前期"
"233513610181","中京学院大学","看護","看護-セ試前期"
"234003510101","中部学院大学","経営","経営-前期"
"234003510181","中部学院大学","経営","経営-セ試前期"
"234005350101","中部学院大学","人間福祉","人間福祉・健康福祉-前期"
"234005350181","中部学院大学","人間福祉","人間福祉・健康福祉-セ試前期"
"234014060101","中部学院大学","リハビリ","理学療法-前期"
"234014060181","中部学院大学","リハビリ","理学療法-セ試前期"
"234014720101","中部学院大学","子ども","子ども-前期"
"234014720181","中部学院大学","子ども","子ども-セ試前期"
"269511010101","同志社大学","理工","機械システム工-全学部"
"269511010102","同志社大学","理工","機械システム工-個別"
"269511010180","同志社大学","理工","機械システム工-セ試"
"269511010201","同志社大学","理工","エネルギー機械工-全学部"
"269511010202","同志社大学","理工","エネルギー機械工-個別"
"269511010280","同志社大学","理工","エネルギー機械工-セ試"
"269511010301","同志社大学","理工","電気工-全学部"
"269511010302","同志社大学","理工","電気工-個別"
"269511010380","同志社大学","理工","電気工-セ試"
"269511010401","同志社大学","理工","電子工-全学部"
"269511010402","同志社大学","理工","電子工-個別"
"269511010480","同志社大学","理工","電子工-セ試"
"269511010501","同志社大学","理工","情報システムデザイン-全学部理系"
"269511010502","同志社大学","理工","情報システムデザイン-個別"
"269511010503","同志社大学","理工","情報システムデザイン-全学部文系"
"269511010580","同志社大学","理工","情報システムデザイン-セ試"
"269511010601","同志社大学","理工","化学システム創成工-全学部"
"269511010602","同志社大学","理工","化学システム創成工-個別"
"269511010680","同志社大学","理工","化学システム創成工-セ試"
"269511010701","同志社大学","理工","環境システム-全学部"
"269511010702","同志社大学","理工","環境システム-個別"
"269511010780","同志社大学","理工","環境システム-セ試"
"269511010801","同志社大学","理工","機能分子・生命化学-全学部"
"269511010802","同志社大学","理工","機能分子・生命化学-個別"
"269511010880","同志社大学","理工","機能分子・生命化学-セ試"
"269511011001","同志社大学","理工","インテリジェント情報工-全学部"
"269511011002","同志社大学","理工","インテリジェント情報工-個別"
"269511011080","同志社大学","理工","インテリジェント情報工-セ試"
"269511011101","同志社大学","理工","数理システム-全学部"
"269511011102","同志社大学","理工","数理システム-個別"
"269511011180","同志社大学","理工","数理システム-セ試"
"269515690101","同志社大学","生命医科学","医生命システム-全学部"
"269515690102","同志社大学","生命医科学","医生命システム-個別"
"269515690180","同志社大学","生命医科学","医生命システム-セ試"
"269515690201","同志社大学","生命医科学","医情報-全学部"
"269515690202","同志社大学","生命医科学","医情報-個別"
"269515690280","同志社大学","生命医科学","医情報-セ試"
"269515690301","同志社大学","生命医科学","医工-全学部"
"269515690302","同志社大学","生命医科学","医工-個別"
"269515690380","同志社大学","生命医科学","医工-セ試"
"269518540101","同志社大学","スポーツ健康科学","スポーツ健康科学-全学部文系"
"269518540102","同志社大学","スポーツ健康科学","スポーツ健康科学-全学部理系"
"269518540104","同志社大学","スポーツ健康科学","スポーツ健康科学-個別文系"
"269518540105","同志社大学","スポーツ健康科学","スポーツ健康科学-個別理系"
"269518540181","同志社大学","スポーツ健康科学","スポーツ健康科学-セ試３科目"
"269518540182","同志社大学","スポーツ健康科学","スポーツ健康科学-セ試５科目"
"269518540183","同志社大学","スポーツ健康科学","スポーツ健康科学-セ試スポーツ競技力加点"
"269531920101","同志社大学","商・フレックスB","商学-全学部"
"269531920102","同志社大学","商・フレックスB","商学-個別"
"269531920181","同志社大学","商・フレックスB","商学-セ試"
"270001370101","同志社女子大学","表象文化","日本語日本文-前期２教科"
"270001370102","同志社女子大学","表象文化","日本語日本文-前期３教科"
"270001370181","同志社女子大学","表象文化","日本語日本文-セ試前期３教科"
"270001370182","同志社女子大学","表象文化","日本語日本文-セ試前期５教科"
"270001370201","同志社女子大学","表象文化","英語英文-前期２教科"
"270001370202","同志社女子大学","表象文化","英語英文-前期３教科"
"270001370281","同志社女子大学","表象文化","英語英文-セ試前期３教科"
"270001370282","同志社女子大学","表象文化","英語英文-セ試前期５教科"
"270005030101","同志社女子大学","現代社会","社会システム-前期２教科"
"270005030102","同志社女子大学","現代社会","社会システム-前期３教科"
"280003100104","大阪電気通信大学","金融経済","アセット・マネジメント-前期Ａ日程文系型"
"280003100105","大阪電気通信大学","金融経済","アセット・マネジメント-前期Ｂ日程理系型"
"280003100106","大阪電気通信大学","金融経済","アセット・マネジメント-前期Ｂ日程文系型"
"280003100181","大阪電気通信大学","金融経済","アセット・マネジメント-セ試前期"
"280009030301","大阪電気通信大学","総合情報","デジタルゲーム-前期Ａ日程理系"
"280009030302","大阪電気通信大学","総合情報","デジタルゲーム-前期Ａ日程文系"
"280009030303","大阪電気通信大学","総合情報","デジタルゲーム-前期Ｂ日程文系"
"280009030304","大阪電気通信大学","総合情報","デジタルゲーム-前期Ｂ日程理系"
"280009030381","大阪電気通信大学","総合情報","デジタルゲーム-セ試前期理系"
"280009030382","大阪電気通信大学","総合情報","デジタルゲーム-セ試前期文系"
"280009030401","大阪電気通信大学","総合情報","メディアコンピュータ-前期Ａ日程"
"280009030402","大阪電気通信大学","総合情報","メディアコンピュータ-前期Ｂ日程"
"280009030481","大阪電気通信大学","総合情報","メディアコンピュータ-セ試前期"
"280009030501","大阪電気通信大学","総合情報","デジタルアート-前期Ａ日程文系"
"280009030502","大阪電気通信大学","総合情報","デジタルアート-前期Ａ日程理系"
"280009030503","大阪電気通信大学","総合情報","デジタルアート-前期Ｂ日程文系"
"280009030504","大阪電気通信大学","総合情報","デジタルアート-前期Ｂ日程理系"
"280009030581","大阪電気通信大学","総合情報","デジタルアート-セ試前期文系"
"280009030582","大阪電気通信大学","総合情報","デジタルアート-セ試前期理系"
"280011510102","大阪電気通信大学","工","機械工-前期Ａ日程"
"280011510103","大阪電気通信大学","工","機械工-前期Ｂ日程"
"280011510181","大阪電気通信大学","工","機械工-セ試前期"
"280011510202","大阪電気通信大学","工","電子機械工-前期Ａ日程"
"280011510203","大阪電気通信大学","工","電子機械工-前期Ｂ日程"
"280011510281","大阪電気通信大学","工","電子機械工-セ試前期"
"280011510302","大阪電気通信大学","工","電気電子工-前期Ａ日程"
"280011510303","大阪電気通信大学","工","電気電子工-前期Ｂ日程"
"280011510381","大阪電気通信大学","工","電気電子工-セ試前期"
"280011510702","大阪電気通信大学","工","基礎理工-前期Ａ日程"
"280011510703","大阪電気通信大学","工","基礎理工-前期Ｂ日程"
"280011510781","大阪電気通信大学","工","基礎理工-セ試前期"
"280011510802","大阪電気通信大学","工","環境科学-前期Ａ日程"
"280011510803","大阪電気通信大学","工","環境科学-前期Ｂ日程"
"280011510881","大阪電気通信大学","工","環境科学-セ試前期"
"280011690102","大阪電気通信大学","情報通信工","情報工-前期Ａ日程"
"280011690103","大阪電気通信大学","情報通信工","情報工-前期Ｂ日程"
"280011690181","大阪電気通信大学","情報通信工","情報工-セ試前期"
"280011690202","大阪電気通信大学","情報通信工","通信工-前期Ａ日程"
"280011690203","大阪電気通信大学","情報通信工","通信工-前期Ｂ日程"
"280011690281","大阪電気通信大学","情報通信工","通信工-セ試前期"
"280014100102","大阪電気通信大学","医療福祉工","医療福祉工-前期Ａ日程"
"280014100103","大阪電気通信大学","医療福祉工","医療福祉工-前期Ｂ日程"
"280014100181","大阪電気通信大学","医療福祉工","医療福祉工-セ試前期"
"280014100201","大阪電気通信大学","医療福祉工","理学療法-前期Ａ日程文系"
"280014100202","大阪電気通信大学","医療福祉工","理学療法-前期Ａ日程理系"
"280014100203","大阪電気通信大学","医療福祉工","理学療法-前期Ｂ日程文系"
"280014100204","大阪電気通信大学","医療福祉工","理学療法-前期Ｂ日程理系"
"280014100281","大阪電気通信大学","医療福祉工","理学療法-セ試前期理系"
"280014100282","大阪電気通信大学","医療福祉工","理学療法-セ試前期文系"
"280014100301","大阪電気通信大学","医療福祉工","健康スポーツ科学-前期Ａ日程文系"
"280014100302","大阪電気通信大学","医療福祉工","健康スポーツ科学-前期Ａ日程理系"
"280014100303","大阪電気通信大学","医療福祉工","健康スポーツ科学-前期Ｂ日程文系"
"280014100304","大阪電気通信大学","医療福祉工","健康スポーツ科学-前期Ｂ日程理系"
"280014100381","大阪電気通信大学","医療福祉工","健康スポーツ科学-セ試前期理系"
"280014100382","大阪電気通信大学","医療福祉工","健康スポーツ科学-セ試前期文系"
"280506340301","大阪人間科学大学","人間科学","健康心理-Ａ日程"
"280506340381","大阪人間科学大学","人間科学","健康心理-セ試Ａ日程"
"280506340401","大阪人間科学大学","人間科学","社会福祉-Ａ日程"
"280506340481","大阪人間科学大学","人間科学","社会福祉-セ試Ａ日程"
"203510660102","明治大学","情報コミュニケーション","情報コミュニケーション-全学部"
"203510660181","明治大学","情報コミュニケーション","情報コミュニケーション-セ試前期"
"203511010101","明治大学","理工","数学"
"203511010102","明治大学","理工","数学-全学部"
"203511010181","明治大学","理工","数学-セ試前期"
"203511010201","明治大学","理工","情報科学"
"203511010202","明治大学","理工","情報科学-全学部"
"203511010281","明治大学","理工","情報科学-セ試前期"
"203511010301","明治大学","理工","物理"
"203511010302","明治大学","理工","物理-全学部"
"203511010381","明治大学","理工","物理-セ試前期"
"203511010401","明治大学","理工","機械工"
"203511010402","明治大学","理工","機械工-全学部"
"203511010481","明治大学","理工","機械工-セ試前期４教科"
"203511010482","明治大学","理工","機械工-セ試前期３教科"
"203511010501","明治大学","理工","機械情報工"
"203511010502","明治大学","理工","機械情報工-全学部"
"203511010581","明治大学","理工","機械情報工-セ試前期"
"203511010601","明治大学","理工","電気電子生命"
"203511010602","明治大学","理工","電気電子生命-全学部"
"203511010681","明治大学","理工","電気電子生命-セ試前期４教科"
"203511010682","明治大学","理工","電気電子生命-セ試前期３教科"
"203511010901","明治大学","理工","建築"
"203511010902","明治大学","理工","建築-全学部"
"203511010981","明治大学","理工","建築-セ試前期"
"203511011001","明治大学","理工","応用化学"
"203511011002","明治大学","理工","応用化学-全学部"
"203511011081","明治大学","理工","応用化学-セ試前期"
"203515510101","明治大学","農","生命科学"
"203515510102","明治大学","農","生命科学-全学部"
"203515510181","明治大学","農","生命科学-セ試前期"
"203515510201","明治大学","農","農学"
"203515510202","明治大学","農","農学-全学部"
"203515510281","明治大学","農","農学-セ試前期"
"203515510301","明治大学","農","食料環境政策"
"203515510302","明治大学","農","食料環境政策-全学部"
"203515510381","明治大学","農","食料環境政策-セ試前期"
"203515510401","明治大学","農","農芸化学"
"203515510402","明治大学","農","農芸化学-全学部"
"203515510481","明治大学","農","農芸化学-セ試前期"
"204001010101","明治学院大学","文","英文-Ａ日程"
"204001010102","明治学院大学","文","英文-全学部"
"204001010181","明治学院大学","文","英文-セ試前期"
"204001010201","明治学院大学","文","フランス文-Ａ日程"
"204001010202","明治学院大学","文","フランス文-全学部"
"204001010281","明治学院大学","文","フランス文-セ試前期"
"204001010301","明治学院大学","文","芸術-Ａ日程"
"204001010302","明治学院大学","文","芸術-全学部"
"204001010381","明治学院大学","文","芸術-セ試前期"
"204001410101","明治学院大学","心理","心理-Ａ日程"
"204001410102","明治学院大学","心理","心理-全学部"
"204001410181","明治学院大学","心理","心理-セ試前期３教科"
"204001410182","明治学院大学","心理","心理-セ試前期５教科"
"204001410201","明治学院大学","心理","教育発達-Ａ日程"
"204001410202","明治学院大学","心理","教育発達-全学部"
"204001410281","明治学院大学","心理","教育発達-セ試前期３教科"
"204002010101","明治学院大学","法","法律-Ａ日程"
"204002010102","明治学院大学","法","法律-全学部"
"204002010181","明治学院大学","法","法律-セ試前期"
"204002010301","明治学院大学","法","政治-Ａ日程"
"204002010302","明治学院大学","法","政治-全学部"
"204002010381","明治学院大学","法","政治-セ試前期"
"204002010401","明治学院大学","法","消費情報環境法-Ａ日程"
"204002010402","明治学院大学","法","消費情報環境法-全学部"
"204002010481","明治学院大学","法","消費情報環境法-セ試前期"
"204003010101","明治学院大学","経済","経済-Ａ日程"
"204003010102","明治学院大学","経済","経済-全学部"
"204003010181","明治学院大学","経済","経済-セ試前期"
"204003010201","明治学院大学","経済","経営-Ａ日程"
"204003010202","明治学院大学","経済","経営-全学部"
"204003010281","明治学院大学","経済","経営-セ試前期"
"204003010301","明治学院大学","経済","国際経営-Ａ日程"
"204003010302","明治学院大学","経済","国際経営-全学部"
"204003010381","明治学院大学","経済","国際経営-セ試前期"
"204005010101","明治学院大学","社会","社会-Ａ日程"
"204005010102","明治学院大学","社会","社会-全学部"
"204005010181","明治学院大学","社会","社会-セ試前期"
"204005010201","明治学院大学","社会","社会福祉-Ａ日程"
"234506370201","東海学院大学","人間関係","心理-Ⅰ期A日程"
"234506370281","東海学院大学","人間関係","心理-セ試Ⅰ期"
"234506370301","東海学院大学","人間関係","子ども発達-Ⅰ期A日程"
"234506370381","東海学院大学","人間関係","子ども発達-セ試Ⅰ期"
"234517020101","東海学院大学","健康福祉","総合福祉-Ⅰ期A日程"
"234517020181","東海学院大学","健康福祉","総合福祉-セ試Ⅰ期"
"234517020201","東海学院大学","健康福祉","食健康栄養-Ⅰ期A日程"
"234517020281","東海学院大学","健康福祉","食健康栄養-セ試Ⅰ期"
"235005110101","静岡英和学院大学","人間社会","人間社会-Ａ日程"
"235005110181","静岡英和学院大学","人間社会","人間社会-セ試前期"
"235005110201","静岡英和学院大学","人間社会","コミュニティ福祉-Ａ日程"
"235005110281","静岡英和学院大学","人間社会","コミュニティ福祉-セ試前期"
"235503510101","静岡産業大学","経営","全学科-前期Ａ方式"
"235503510102","静岡産業大学","経営","全学科-前期Ｂ方式"
"235503510181","静岡産業大学","経営","全学科-セ試前期Ａ"
"235503510182","静岡産業大学","経営","全学科-セ試前期Ｂ"
"235510510101","静岡産業大学","情報","全学科-前期Ａ方式"
"235510510102","静岡産業大学","情報","全学科-前期Ｂ方式"
"235510510181","静岡産業大学","情報","全学科-セ試前期Ａ"
"235510510182","静岡産業大学","情報","全学科-セ試前期Ｂ"
"235805310101","静岡福祉大学","社会福祉","福祉心理-Ａ日程"
"235805310181","静岡福祉大学","社会福祉","福祉心理-セ試Ａ日程"
"235805310301","静岡福祉大学","社会福祉","医療福祉-Ａ日程"
"235805310381","静岡福祉大学","社会福祉","医療福祉-セ試Ａ日程"
"235805310401","静岡福祉大学","社会福祉","健康福祉-Ａ日程"
"235805310481","静岡福祉大学","社会福祉","健康福祉-セ試Ａ日程"
"236509030301","静岡理工科大学","総合情報","全学科-前期２教科"
"236509030302","静岡理工科大学","総合情報","全学科-前期３教科"
"236509030381","静岡理工科大学","総合情報","全学科-セ試前期Ａ"
"236509030382","静岡理工科大学","総合情報","全学科-セ試前期Ｂ"
"236511010101","静岡理工科大学","理工","物質生命科学-前期３教科"
"236511010102","静岡理工科大学","理工","物質生命科学-前期２教科"
"236511010181","静岡理工科大学","理工","物質生命科学-セ試前期"
"236511010201","静岡理工科大学","理工","機械工-前期３教科"
"236511010202","静岡理工科大学","理工","機械工-前期２教科"
"236511010281","静岡理工科大学","理工","機械工-セ試前期"
"236511010301","静岡理工科大学","理工","電気電子工-前期３教科"
"236511010302","静岡理工科大学","理工","電気電子工-前期２教科"
"236511010381","静岡理工科大学","理工","電気電子工-セ試前期"
"237005310101","聖隷クリストファー大学","社会福祉","社会福祉-前期"
"237005310181","聖隷クリストファー大学","社会福祉","社会福祉-セ試前期"
"237005310201","聖隷クリストファー大学","社会福祉","こども教育福祉-前期"
"237005310281","聖隷クリストファー大学","社会福祉","こども教育福祉-セ試前期"
"237005310301","聖隷クリストファー大学","社会福祉","臨床介護福祉-前期"
"237005310381","聖隷クリストファー大学","社会福祉","臨床介護福祉-セ試前期"
"237013610101","聖隷クリストファー大学","看護","看護-前期"
"237013610181","聖隷クリストファー大学","看護","看護-セ試前期"
"237014060101","聖隷クリストファー大学","リハビリ","言語聴覚-前期３科目"
"237014060102","聖隷クリストファー大学","リハビリ","言語聴覚-前期２科目"
"237014060181","聖隷クリストファー大学","リハビリ","言語聴覚-セ試前期"
"237014060201","聖隷クリストファー大学","リハビリ","作業療法-前期３科目"
"237014060202","聖隷クリストファー大学","リハビリ","作業療法-前期２科目"
"237014060281","聖隷クリストファー大学","リハビリ","作業療法-セ試前期"
"237014060301","聖隷クリストファー大学","リハビリ","理学療法-前期３科目"
"237014060302","聖隷クリストファー大学","リハビリ","理学療法-前期２科目"
"237014060381","聖隷クリストファー大学","リハビリ","理学療法-セ試前期"
"237501810101","常葉学園大学","外国語","英米語-前期２科目"
"237501810102","常葉学園大学","外国語","英米語-前期１科目"
"237501810181","常葉学園大学","外国語","英米語-セ試前期２科目"
"237501810182","常葉学園大学","外国語","英米語-セ試前期５科目"
"237501810183","常葉学園大学","外国語","英米語-セ試前期１科目"
"237501810201","常葉学園大学","外国語","グローバルコミュニケ-前期２科目"
"237501810202","常葉学園大学","外国語","グローバルコミュニケ-前期1科目"
"237501810281","常葉学園大学","外国語","グローバルコミュニケ-セ試前期２科目"
"237501810282","常葉学園大学","外国語","グローバルコミュニケ-セ試前期５科目"
"237501810283","常葉学園大学","外国語","グローバルコミュニケ-セ試前期１科目"
"237506010101","常葉学園大学","教育","初等/国語-前期"
"237506010181","常葉学園大学","教育","初等/国語-セ試前期３科目"
"237506010182","常葉学園大学","教育","初等/国語-セ試前期５科目"
"237506010201","常葉学園大学","教育","初等/数学-前期"
"237506010281","常葉学園大学","教育","初等/数学-セ試前期３科目"
"237506010282","常葉学園大学","教育","初等/数学-セ試前期５科目"
"237506010301","常葉学園大学","教育","初等/理科-前期"
"237506010381","常葉学園大学","教育","初等/理科-セ試前期３科目"
"237506010382","常葉学園大学","教育","初等/理科-セ試前期５科目"
"237506010401","常葉学園大学","教育","初等/社会-前期"
"237506010481","常葉学園大学","教育","初等/社会-セ試前期３科目"
"237506010482","常葉学園大学","教育","初等/社会-セ試前期５科目"
"237506010501","常葉学園大学","教育","初等/音楽-前期"
"237506010581","常葉学園大学","教育","初等/音楽-セ試前期３科目"
"237506010582","常葉学園大学","教育","初等/音楽-セ試前期５科目"
"237506010701","常葉学園大学","教育","心理教育-前期"
"237506010781","常葉学園大学","教育","心理教育-セ試前期３科目"
"237506010782","常葉学園大学","教育","心理教育-セ試前期５科目"
"237506010801","常葉学園大学","教育","生涯学習-前期"
"237506010881","常葉学園大学","教育","生涯学習-セ試前期３科目"
"237506010882","常葉学園大学","教育","生涯学習-セ試前期５科目"
"237517600101","常葉学園大学","造形","造形-前期"
"237517600181","常葉学園大学","造形","造形-セ試前期２科目"
"237517600182","常葉学園大学","造形","造形-セ試前期５科目"
"237517600183","常葉学園大学","造形","造形-セ試前期１科目"
"237808110201","浜松学院大学","現代コミュニケ","子どもコミュニケーション-Ａ日程"
"237808110281","浜松学院大学","現代コミュニケ","子どもコミュニケーション-セ試Ａ日程"
"237808110301","浜松学院大学","現代コミュニケ","地域共創-Ａ日程"
"270005030181","同志社女子大学","現代社会","社会システム-セ試前期３教科"
"270005030182","同志社女子大学","現代社会","社会システム-セ試前期５教科"
"270005030201","同志社女子大学","現代社会","現代こども-前期２教科"
"270005030202","同志社女子大学","現代社会","現代こども-前期３教科"
"270005030281","同志社女子大学","現代社会","現代こども-セ試前期３教科"
"270005030282","同志社女子大学","現代社会","現代こども-セ試前期５教科"
"270009610301","同志社女子大学","学芸","情報メディア-前期２教科"
"270009610302","同志社女子大学","学芸","情報メディア-前期３教科"
"270009610381","同志社女子大学","学芸","情報メディア-セ試前期３教科"
"270009610382","同志社女子大学","学芸","情報メディア-セ試前期５教科"
"270009610401","同志社女子大学","学芸","音楽/演奏-前期音楽実技"
"270009610601","同志社女子大学","学芸","国際教養-前期２教科"
"270009610602","同志社女子大学","学芸","国際教養-前期３教科"
"270009610681","同志社女子大学","学芸","国際教養-セ試前期３教科"
"270009610682","同志社女子大学","学芸","国際教養-セ試前期５教科"
"270009610701","同志社女子大学","学芸","音楽/音楽文化(作曲)-前期音楽実技"
"270009610801","同志社女子大学","学芸","音楽/音楽文化(作曲以外)-前期音楽実技"
"270009610900","同志社女子大学","学芸","音楽/音楽文化-前期2教科"
"270009610901","同志社女子大学","学芸","音楽/音楽文化-前期3教科"
"270013410101","同志社女子大学","薬","医療薬-前期"
"270013410181","同志社女子大学","薬","医療薬-セ試前期"
"270014520101","同志社女子大学","生活科学","人間生活-前期２教科"
"270014520102","同志社女子大学","生活科学","人間生活-前期３教科"
"270014520181","同志社女子大学","生活科学","人間生活-セ試前期３教科"
"270014520182","同志社女子大学","生活科学","人間生活-セ試前期５教科"
"270014520201","同志社女子大学","生活科学","食物/食物科学-前期"
"270014520281","同志社女子大学","生活科学","食物/食物科学-セ試前期３教科"
"270014520282","同志社女子大学","生活科学","食物/食物科学-セ試前期５教科"
"270014520301","同志社女子大学","生活科学","食物/管理栄養士-前期"
"270014520381","同志社女子大学","生活科学","食物/管理栄養士-セ試前期３教科"
"270014520382","同志社女子大学","生活科学","食物/管理栄養士-セ試前期５教科"
"270501010102","花園大学","文","国際禅-前期Ａ日程２教科"
"270501010104","花園大学","文","国際禅-前期Ｂ日程２教科"
"270501010105","花園大学","文","国際禅-前期Ｂ日程３教科"
"270501010181","花園大学","文","国際禅-セ試前期"
"270501010202","花園大学","文","日本文-前期Ａ日程２教科"
"270501010204","花園大学","文","日本文-前期Ｂ日程２教科"
"270501010205","花園大学","文","日本文-前期Ｂ日程３教科"
"270501010281","花園大学","文","日本文-セ試前期"
"270501010402","花園大学","文","日本史-前期Ａ日程２教科"
"270501010404","花園大学","文","日本史-前期Ｂ日程２教科"
"270501010405","花園大学","文","日本史-前期Ｂ日程３教科"
"270501010481","花園大学","文","日本史-セ試前期"
"270501010502","花園大学","文","文化遺産-前期Ａ日程２教科"
"270501010504","花園大学","文","文化遺産-前期Ｂ日程２教科"
"270501010505","花園大学","文","文化遺産-前期Ｂ日程３教科"
"270501010581","花園大学","文","文化遺産-セ試前期"
"270501010602","花園大学","文","創造表現-前期Ａ日程２教科"
"270501010604","花園大学","文","創造表現-前期Ｂ日程２教科"
"270501010605","花園大学","文","創造表現-前期Ｂ日程３教科"
"270501010681","花園大学","文","創造表現-セ試前期"
"270501010702","花園大学","文","日本文/書道-前期Ａ日程"
"270501010704","花園大学","文","日本文/書道-前期Ｂ日程"
"270505310102","花園大学","社会福祉","社会福祉-前期Ａ日程２教科"
"270505310104","花園大学","社会福祉","社会福祉-前期Ｂ日程２教科"
"270505310105","花園大学","社会福祉","社会福祉-前期Ｂ日程３教科"
"270505310181","花園大学","社会福祉","社会福祉-セ試前期"
"270505310202","花園大学","社会福祉","臨床心理-前期Ａ日程２教科"
"270505310204","花園大学","社会福祉","臨床心理-前期Ｂ日程２教科"
"270505310205","花園大学","社会福祉","臨床心理-前期Ｂ日程３教科"
"270505310281","花園大学","社会福祉","臨床心理-セ試前期"
"270505310302","花園大学","社会福祉","児童福祉-前期Ａ日程２教科"
"270505310304","花園大学","社会福祉","児童福祉-前期Ｂ日程２教科"
"245006010201","椙山女学園大学","教育","子ども/保育・初等教育-Ａ"
"245006010281","椙山女学園大学","教育","子ども/保育・初等教育-セ試Ａ"
"245006010282","椙山女学園大学","教育","子ども/保育・初等教育-セ試併用"
"245006010301","椙山女学園大学","教育","子ども/初等中等教育-Ａ"
"245006010382","椙山女学園大学","教育","子ども/初等中等教育-セ試併用"
"245006010383","椙山女学園大学","教育","子ども/初等中等教育-セ試Ａ３教科"
"245006010384","椙山女学園大学","教育","子ども/初等中等教育-セ試Ａ５教科"
"245006370101","椙山女学園大学","人間関係","人間関係-Ａ"
"245006370181","椙山女学園大学","人間関係","人間関係-セ試Ａ"
"245006370182","椙山女学園大学","人間関係","人間関係-セ試併用"
"245006370201","椙山女学園大学","人間関係","心理-Ａ"
"245006370281","椙山女学園大学","人間関係","心理-セ試Ａ"
"245006370282","椙山女学園大学","人間関係","心理-セ試併用"
"245007120101","椙山女学園大学","国際コミュニケーション","国際言語コミュニケ-Ａ"
"245007120181","椙山女学園大学","国際コミュニケーション","国際言語コミュニケ-セ試Ａ"
"245007120182","椙山女学園大学","国際コミュニケーション","国際言語コミュニケ-セ試併用"
"245007120201","椙山女学園大学","国際コミュニケーション","表現文化-Ａ"
"245007120281","椙山女学園大学","国際コミュニケーション","表現文化-セ試Ａ"
"245007120282","椙山女学園大学","国際コミュニケーション","表現文化-セ試併用"
"245013610181","椙山女学園大学","看護","看護-セ試Ａ"
"245013610182","椙山女学園大学","看護","看護-セ試併用"
"245014520201","椙山女学園大学","生活科学","管理栄養-Ａ"
"245014520281","椙山女学園大学","生活科学","管理栄養-セ試Ａ"
"245014520282","椙山女学園大学","生活科学","管理栄養-セ試併用"
"245014520301","椙山女学園大学","生活科学","生活環境デザイン-Ａ"
"245014520381","椙山女学園大学","生活科学","生活環境デザイン-セ試Ａ"
"245014520382","椙山女学園大学","生活科学","生活環境デザイン-セ試併用"
"245503510101","星城大学","経営","経営-前期Ａ"
"245503510181","星城大学","経営","経営-セ試前期"
"245514060101","星城大学","リハビリ","リハビリ/作業療法-前期Ａ"
"245514060181","星城大学","リハビリ","リハビリ/作業療法-セ試前期"
"245514060201","星城大学","リハビリ","リハビリ/理学療法-前期Ａ"
"245514060281","星城大学","リハビリ","リハビリ/理学療法-セ試前期"
"246010510401","大同大学","情報","情シ/コンピュータサイエンス-前期Ａ方式"
"246010510402","大同大学","情報","情シ/コンピュータサイエンス-前期Ｂ方式"
"246010510403","大同大学","情報","情シ/コンピュータサイエンス-前期M方式"
"246010510481","大同大学","情報","情シ/コンピュータサイエンス-セ試前期"
"246010510482","大同大学","情報","情シ/コンピュータサイエンス-セ試併用A"
"246010510483","大同大学","情報","情シ/コンピュータサイエンス-セ試併用B"
"246010510501","大同大学","情報","情シ/情報ネットワーク-前期Ａ方式"
"246010510502","大同大学","情報","情シ/情報ネットワーク-前期Ｂ方式"
"246010510503","大同大学","情報","情シ/情報ネットワーク-前期M方式"
"246010510581","大同大学","情報","情シ/情報ネットワーク-セ試前期"
"246010510582","大同大学","情報","情シ/情報ネットワーク-セ試併用A"
"246010510583","大同大学","情報","情シ/情報ネットワーク-セ試併用B"
"246010510601","大同大学","情報","情デ/メディアデザイン-前期Ⅰ型Ａ方式"
"246010510602","大同大学","情報","情デ/メディアデザイン-前期Ⅱ型Ａ方式"
"246010510603","大同大学","情報","情デ/メディアデザイン-前期Ⅰ型Ｂ方式"
"246010510604","大同大学","情報","情デ/メディアデザイン-前期Ⅱ型Ｂ方式"
"246010510605","大同大学","情報","情デ/メディアデザイン-前期Ⅰ型M方式"
"246010510606","大同大学","情報","情デ/メディアデザイン-前期Ⅱ型M方式"
"246010510681","大同大学","情報","情デ/メディアデザイン-セ試前期Ⅰ型"
"246010510682","大同大学","情報","情デ/メディアデザイン-セ試前期Ⅱ型"
"246010510683","大同大学","情報","情デ/メディアデザイン-セ試併用Ⅰ型Ａ"
"246010510684","大同大学","情報","情デ/メディアデザイン-セ試併用Ⅰ型B"
"246010510685","大同大学","情報","情デ/メディアデザイン-セ試併用Ⅱ型A"
"246010510686","大同大学","情報","情デ/メディアデザイン-セ試併用Ⅱ型B"
